gene	group
Mp5g18820	D_HS b
Mp5g18990	D_HS b
Mp5g19160	D_HS b
Mp5g19840	D_HS b
Mp5g19920	D_HS b
Mp5g21020	D_HS b
Mp5g21040	D_HS b
Mp5g21420	D_HS b
Mp5g21600	D_HS b
Mp5g21920	D_HS b
Mp5g21960	D_HS b
Mp5g22160	D_HS b
Mp5g22410	D_HS b
Mp5g22590	D_HS b
Mp5g23520	D_HS b
Mp5g23540	D_HS b
Mp5g23740	D_HS b
Mp5g23750	D_HS b
Mp5g24010	D_HS b
Mp5g24330	D_HS b
Mp5g24340	D_HS b
Mp5g24550	D_HS b
Mp6g00020	D_HS b
Mp6g00480	D_HS b
Mp6g00500	D_HS b
Mp6g00790	D_HS b
Mp6g01060	D_HS b
Mp6g01410	D_HS b
Mp6g01960	D_HS b
Mp6g02380	D_HS b
Mp6g02620	D_HS b
Mp6g02870	D_HS b
Mp6g03150	D_HS b
Mp6g03240	D_HS b
Mp6g03510	D_HS b
Mp6g03620	D_HS b
Mp6g03720	D_HS b
Mp6g03790	D_HS b
Mp6g03850	D_HS b
Mp6g03970	D_HS b
Mp6g04070	D_HS b
Mp6g04110	D_HS b
Mp6g04480	D_HS b
Mp6g04930	D_HS b
Mp6g05000	D_HS b
Mp6g05120	D_HS b
Mp6g05900	D_HS b
Mp6g05980	D_HS b
Mp6g06220	D_HS b
Mp6g06960	D_HS b
Mp6g06980	D_HS b
Mp6g07010	D_HS b
Mp6g07050	D_HS b
Mp6g07150	D_HS b
Mp6g07160	D_HS b
Mp6g07470	D_HS b
Mp6g07550	D_HS b
Mp6g08200	D_HS b
Mp6g08310	D_HS b
Mp6g08690	D_HS b
Mp6g09300	D_HS b
Mp6g09730	D_HS b
Mp6g10570	D_HS b
Mp6g10840	D_HS b
Mp6g11240	D_HS b
Mp6g11440	D_HS b
Mp6g11540	D_HS b
Mp6g11680	D_HS b
Mp6g11700	D_HS b
Mp6g11740	D_HS b
Mp6g12260	D_HS b
Mp6g12740	D_HS b
Mp6g13210	D_HS b
Mp6g13610	D_HS b
Mp6g14490	D_HS b
Mp6g14550	D_HS b
Mp6g14850	D_HS b
Mp6g15250	D_HS b
Mp6g15620	D_HS b
Mp6g15640	D_HS b
Mp6g16280	D_HS b
Mp6g16380	D_HS b
Mp6g16740	D_HS b
Mp6g16800	D_HS b
Mp6g17040	D_HS b
Mp6g17050	D_HS b
Mp6g17140	D_HS b
Mp6g17270	D_HS b
Mp6g18180	D_HS b
Mp6g18650	D_HS b
Mp6g18730	D_HS b
Mp6g18930	D_HS b
Mp6g19260	D_HS b
Mp6g20100	D_HS b
Mp6g20120	D_HS b
Mp6g20250	D_HS b
Mp6g20880	D_HS b
Mp6g21290	D_HS b
Mp6g21430	D_HS b
Mp7g00020	D_HS b
Mp7g00490	D_HS b
Mp7g00610	D_HS b
Mp7g00920	D_HS b
Mp7g01150	D_HS b
Mp7g01270	D_HS b
Mp7g01400	D_HS b
Mp7g01430	D_HS b
Mp7g01520	D_HS b
Mp7g02120	D_HS b
Mp7g02340	D_HS b
Mp7g02680	D_HS b
Mp7g02760	D_HS b
Mp7g02860	D_HS b
Mp7g02900	D_HS b
Mp7g03070	D_HS b
Mp7g03150	D_HS b
Mp7g03250	D_HS b
Mp7g03490	D_HS b
Mp7g03770	D_HS b
Mp7g03790	D_HS b
Mp7g03860	D_HS b
Mp7g03880	D_HS b
Mp7g04060	D_HS b
Mp7g04070	D_HS b
Mp7g04630	D_HS b
Mp7g05240	D_HS b
Mp7g05260	D_HS b
Mp7g05750	D_HS b
Mp7g05870	D_HS b
Mp7g06340	D_HS b
Mp7g06380	D_HS b
Mp7g06550	D_HS b
Mp7g07160	D_HS b
Mp7g07610	D_HS b
Mp7g07630	D_HS b
Mp7g07690	D_HS b
Mp7g08260	D_HS b
Mp7g08810	D_HS b
Mp7g08820	D_HS b
Mp7g09350	D_HS b
Mp7g09710	D_HS b
Mp7g09875	D_HS b
Mp7g10460	D_HS b
Mp7g10710	D_HS b
Mp7g10730	D_HS b
Mp7g10970	D_HS b
Mp7g11000	D_HS b
Mp7g11020	D_HS b
Mp7g11040	D_HS b
Mp7g11260	D_HS b
Mp7g11550	D_HS b
Mp7g11870	D_HS b
Mp7g11980	D_HS b
Mp7g13270	D_HS b
Mp7g13990	D_HS b
Mp7g14300	D_HS b
Mp7g14660	D_HS b
Mp7g14780	D_HS b
Mp7g14890	D_HS b
Mp7g14920	D_HS b
Mp7g14930	D_HS b
Mp7g14960	D_HS b
Mp7g14970	D_HS b
Mp7g15000	D_HS b
Mp7g15620	D_HS b
Mp7g16200	D_HS b
Mp7g16430	D_HS b
Mp7g16620	D_HS b
Mp7g16730	D_HS b
Mp7g17020	D_HS b
Mp7g17110	D_HS b
Mp7g17200	D_HS b
Mp7g17710	D_HS b
Mp7g18000	D_HS b
Mp7g18330	D_HS b
Mp7g18340	D_HS b
Mp7g18360	D_HS b
Mp7g18550	D_HS b
Mp7g18730	D_HS b
Mp8g00290	D_HS b
Mp8g00350	D_HS b
Mp8g01160	D_HS b
Mp8g01280	D_HS b
Mp8g01290	D_HS b
Mp8g01400	D_HS b
Mp8g01740	D_HS b
Mp8g01770	D_HS b
Mp8g01960	D_HS b
Mp8g01970	D_HS b
Mp8g01980	D_HS b
Mp8g02020	D_HS b
Mp8g02140	D_HS b
Mp8g02240	D_HS b
Mp8g02280	D_HS b
Mp8g02500	D_HS b
Mp8g02730	D_HS b
Mp8g02750	D_HS b
Mp8g02890	D_HS b
Mp8g02910	D_HS b
Mp8g02920	D_HS b
Mp8g03510	D_HS b
Mp8g03690	D_HS b
Mp8g04130	D_HS b
Mp8g04240	D_HS b
Mp8g04630	D_HS b
Mp8g04640	D_HS b
Mp8g04650	D_HS b
Mp8g04700	D_HS b
Mp8g04820	D_HS b
Mp8g05280	D_HS b
Mp8g05520	D_HS b
Mp8g06230	D_HS b
Mp8g06760	D_HS b
Mp8g06780	D_HS b
Mp8g06860	D_HS b
Mp8g06890	D_HS b
Mp8g07170	D_HS b
Mp8g07270	D_HS b
Mp8g07680	D_HS b
Mp8g07850	D_HS b
Mp8g08240	D_HS b
Mp8g08430	D_HS b
Mp8g08670	D_HS b
Mp8g08710	D_HS b
Mp8g08780	D_HS b
Mp8g08830	D_HS b
Mp8g08840	D_HS b
Mp8g09150	D_HS b
Mp8g09220	D_HS b
Mp8g09350	D_HS b
Mp8g09630	D_HS b
Mp8g10570	D_HS b
Mp8g11130	D_HS b
Mp8g11200	D_HS b
Mp8g11210	D_HS b
Mp8g11970	D_HS b
Mp8g11980	D_HS b
Mp8g12150	D_HS b
Mp8g12160	D_HS b
Mp8g12500	D_HS b
Mp8g12600	D_HS b
Mp8g12790	D_HS b
Mp8g12920	D_HS b
Mp8g12970	D_HS b
Mp8g13380	D_HS b
Mp8g13430	D_HS b
Mp8g13450	D_HS b
Mp8g13870	D_HS b
Mp8g13940	D_HS b
Mp8g13970	D_HS b
Mp8g14450	D_HS b
Mp8g14480	D_HS b
Mp8g14605	D_HS b
Mp8g14820	D_HS b
Mp8g14910	D_HS b
Mp8g15060	D_HS b
Mp8g15335	D_HS b
Mp8g15560	D_HS b
Mp8g15790	D_HS b
Mp8g15840	D_HS b
Mp8g15900	D_HS b
Mp8g16590	D_HS b
Mp8g16670	D_HS b
Mp8g16900	D_HS b
Mp8g16950	D_HS b
Mp8g16970	D_HS b
Mp8g17110	D_HS b
Mp8g17300	D_HS b
Mp8g18590	D_HS b
MpVg00860	D_HS b
MpVg01223	D_HS b
Mpzg01590b	D_HS b
Mpzg00480	D_HS b
Mpzg00500	D_HS b
Mpzg01410	D_HS b
Mp1g00070	D_HS d
Mp1g00530	D_HS d
Mp1g02660	D_HS d
Mp1g02885	D_HS d
Mp1g03310	D_HS d
Mp1g03950	D_HS d
Mp1g04220	D_HS d
Mp1g04710	D_HS d
Mp1g05190	D_HS d
Mp1g06380	D_HS d
Mp1g07070	D_HS d
Mp1g09120	D_HS d
Mp1g09190	D_HS d
Mp1g09210	D_HS d
Mp1g09290	D_HS d
Mp1g09370	D_HS d
Mp1g09400	D_HS d
Mp1g09420	D_HS d
Mp1g09500	D_HS d
Mp1g09755	D_HS d
Mp1g10020	D_HS d
Mp1g10150	D_HS d
Mp1g10170	D_HS d
Mp1g10970	D_HS d
Mp1g12670	D_HS d
Mp1g13090	D_HS d
Mp1g13260	D_HS d
Mp1g13940	D_HS d
Mp1g14600	D_HS d
Mp1g14840	D_HS d
Mp1g15580	D_HS d
Mp1g15660	D_HS d
Mp1g15860	D_HS d
Mp1g15990	D_HS d
Mp1g16210	D_HS d
Mp1g16340	D_HS d
Mp1g16390	D_HS d
Mp1g16520	D_HS d
Mp1g17210	D_HS d
Mp1g18780	D_HS d
Mp1g19500	D_HS d
Mp1g20040	D_HS d
Mp1g20870	D_HS d
Mp1g21115	D_HS d
Mp1g21270	D_HS d
Mp1g21600	D_HS d
Mp1g21660	D_HS d
Mp1g22200	D_HS d
Mp1g22310	D_HS d
Mp1g22410	D_HS d
Mp1g22460	D_HS d
Mp1g22600	D_HS d
Mp1g23160	D_HS d
Mp1g23190	D_HS d
Mp1g23770	D_HS d
Mp1g25080	D_HS d
Mp1g25480	D_HS d
Mp1g26280	D_HS d
Mp1g26670	D_HS d
Mp1g26820	D_HS d
Mp1g27040	D_HS d
Mp1g27050	D_HS d
Mp1g27090	D_HS d
Mp1g27780	D_HS d
Mp1g27960	D_HS d
Mp1g28360	D_HS d
Mp1g28450	D_HS d
Mp1g28510	D_HS d
Mp1g28580	D_HS d
Mp1g28920	D_HS d
Mp1g28940	D_HS d
Mp2g00890	D_HS d
Mp2g00930	D_HS d
Mp2g01340	D_HS d
Mp2g01360	D_HS d
Mp2g01700	D_HS d
Mp2g01740	D_HS d
Mp2g01750	D_HS d
Mp2g01800	D_HS d
Mp2g01820	D_HS d
Mp2g02510	D_HS d
Mp2g03110	D_HS d
Mp2g03470	D_HS d
Mp2g03800	D_HS d
Mp2g04630	D_HS d
Mp2g04740	D_HS d
Mp2g05050	D_HS d
Mp2g05780	D_HS d
Mp2g05790	D_HS d
Mp2g05800	D_HS d
Mp2g05810	D_HS d
Mp2g06090	D_HS d
Mp2g06610	D_HS d
Mp2g06810	D_HS d
Mp2g07060	D_HS d
Mp2g07130	D_HS d
Mp2g07990	D_HS d
Mp2g08260	D_HS d
Mp2g08350	D_HS d
Mp2g08820	D_HS d
Mp2g09790	D_HS d
Mp2g10535	D_HS d
Mp2g10900	D_HS d
Mp2g11820	D_HS d
Mp2g12650	D_HS d
Mp2g12980	D_HS d
Mp2g14660	D_HS d
Mp2g14870	D_HS d
Mp2g15200	D_HS d
Mp2g15440	D_HS d
Mp2g16690	D_HS d
Mp2g16700	D_HS d
Mp2g16920	D_HS d
Mp2g17800	D_HS d
Mp2g17820	D_HS d
Mp2g18060	D_HS d
Mp2g18570	D_HS d
Mp2g18580	D_HS d
Mp2g18620	D_HS d
Mp2g18730	D_HS d
Mp2g19160	D_HS d
Mp2g19270	D_HS d
Mp2g19550	D_HS d
Mp2g19860	D_HS d
Mp2g20260	D_HS d
Mp2g20630	D_HS d
Mp2g20640	D_HS d
Mp2g21420	D_HS d
Mp2g21470	D_HS d
Mp2g21770	D_HS d
Mp2g22150	D_HS d
Mp2g22490	D_HS d
Mp2g23750	D_HS d
Mp2g23755	D_HS d
Mp2g24780	D_HS d
Mp2g24790	D_HS d
Mp2g25350	D_HS d
Mp2g26620	D_HS d
Mp3g00450	D_HS d
Mp3g00480	D_HS d
Mp3g00840	D_HS d
Mp3g01440	D_HS d
Mp3g01570	D_HS d
Mp3g02160	D_HS d
Mp3g02320	D_HS d
Mp3g02370	D_HS d
Mp3g03130	D_HS d
Mp3g03380	D_HS d
Mp3g03420	D_HS d
Mp3g03890	D_HS d
Mp3g04030	D_HS d
Mp3g04300	D_HS d
Mp3g05220	D_HS d
Mp3g05280	D_HS d
Mp3g05310	D_HS d
Mp3g05460	D_HS d
Mp3g06110	D_HS d
Mp3g07160	D_HS d
Mp3g07730	D_HS d
Mp3g08060	D_HS d
Mp3g08070	D_HS d
Mp3g08360	D_HS d
Mp3g08375	D_HS d
Mp3g08980	D_HS d
Mp3g09750	D_HS d
Mp3g09800	D_HS d
Mp3g10010	D_HS d
Mp3g10340	D_HS d
Mp3g10350	D_HS d
Mp3g10530	D_HS d
Mp3g10640	D_HS d
Mp3g10690	D_HS d
Mp3g11090	D_HS d
Mp3g11830	D_HS d
Mp3g12300	D_HS d
Mp3g12340	D_HS d
Mp3g12400	D_HS d
Mp3g13340	D_HS d
Mp3g13640	D_HS d
Mp3g14070	D_HS d
Mp3g14380	D_HS d
Mp3g15450	D_HS d
Mp3g15740	D_HS d
Mp3g15760	D_HS d
Mp3g15950	D_HS d
Mp3g16590	D_HS d
Mp3g16670	D_HS d
Mp3g16900	D_HS d
Mp3g17450	D_HS d
Mp3g17570	D_HS d
Mp3g18210	D_HS d
Mp3g18320	D_HS d
Mp3g18830	D_HS d
Mp3g19100	D_HS d
Mp3g20000	D_HS d
Mp3g20260	D_HS d
Mp3g20270	D_HS d
Mp3g20670	D_HS d
Mp3g20675	D_HS d
Mp3g21360	D_HS d
Mp3g21370	D_HS d
Mp3g21670	D_HS d
Mp3g21910	D_HS d
Mp3g21950	D_HS d
Mp3g21990	D_HS d
Mp3g22260	D_HS d
Mp3g22420	D_HS d
Mp3g22550	D_HS d
Mp3g23140	D_HS d
Mp3g23170	D_HS d
Mp3g23840	D_HS d
Mp3g23930	D_HS d
Mp3g24120	D_HS d
Mp3g24380	D_HS d
Mp3g24400	D_HS d
Mp3g25090	D_HS d
Mp4g00150	D_HS d
Mp4g00750	D_HS d
Mp4g01100	D_HS d
Mp4g01480	D_HS d
Mp4g01510	D_HS d
Mp4g01540	D_HS d
Mp4g01950	D_HS d
Mp4g02110	D_HS d
Mp4g02430	D_HS d
Mp4g02550	D_HS d
Mp4g02700	D_HS d
Mp4g03040	D_HS d
Mp4g03080	D_HS d
Mp4g03090	D_HS d
Mp4g03340	D_HS d
Mp4g03350	D_HS d
Mp4g03680	D_HS d
Mp4g03780	D_HS d
Mp4g03890	D_HS d
Mp4g04010	D_HS d
Mp4g04160	D_HS d
Mp4g04860	D_HS d
Mp4g05270	D_HS d
Mp4g05290	D_HS d
Mp4g06180	D_HS d
Mp4g06430	D_HS d
Mp4g06630	D_HS d
Mp4g06840	D_HS d
Mp4g06970	D_HS d
Mp4g07680	D_HS d
Mp4g07800	D_HS d
Mp4g07920	D_HS d
Mp4g08040	D_HS d
Mp4g08220	D_HS d
Mp4g08550	D_HS d
Mp4g08740	D_HS d
Mp4g08820	D_HS d
Mp4g09190	D_HS d
Mp4g09390	D_HS d
Mp4g09680	D_HS d
Mp4g10060	D_HS d
Mp4g11020	D_HS d
Mp4g11060	D_HS d
Mp4g12000	D_HS d
Mp4g13430	D_HS d
Mp4g13440	D_HS d
Mp4g13450	D_HS d
Mp4g14100	D_HS d
Mp4g14190	D_HS d
Mp4g14200	D_HS d
Mp4g14580	D_HS d
Mp4g14930	D_HS d
Mp4g15980	D_HS d
Mp4g16010	D_HS d
Mp4g16270	D_HS d
Mp4g16430	D_HS d
Mp4g18290	D_HS d
Mp4g19540	D_HS d
Mp4g19650	D_HS d
Mp4g19760	D_HS d
Mp4g20440	D_HS d
Mp4g20450	D_HS d
Mp4g21060	D_HS d
Mp4g21100	D_HS d
Mp4g22340	D_HS d
Mp4g22680	D_HS d
Mp4g23420	D_HS d
Mp4g23630	D_HS d
Mp4g23980	D_HS d
Mp5g00160	D_HS d
Mp5g00690	D_HS d
Mp5g01800	D_HS d
Mp5g01880	D_HS d
Mp5g02050	D_HS d
Mp5g02080	D_HS d
Mp5g02090	D_HS d
Mp5g02270	D_HS d
Mp5g02340	D_HS d
Mp5g03090	D_HS d
Mp5g03150	D_HS d
Mp5g04900	D_HS d
Mp5g05400	D_HS d
Mp5g05560	D_HS d
Mp5g05780	D_HS d
Mp5g07500	D_HS d
Mp5g08560	D_HS d
Mp5g08580	D_HS d
Mp5g08730	D_HS d
Mp5g08770	D_HS d
Mp5g09130	D_HS d
Mp5g09710	D_HS d
Mp5g10260	D_HS d
Mp5g10430	D_HS d
Mp5g10960	D_HS d
Mp5g11300	D_HS d
Mp5g11520	D_HS d
Mp5g12230	D_HS d
Mp5g12510	D_HS d
Mp5g13390	D_HS d
Mp5g13690	D_HS d
Mp5g13700	D_HS d
Mp5g13860	D_HS d
Mp5g14900	D_HS d
Mp5g15040	D_HS d
Mp5g15110	D_HS d
Mp5g15430	D_HS d
Mp5g15770	D_HS d
Mp5g15820	D_HS d
Mp5g15990	D_HS d
Mp5g16060	D_HS d
Mp5g16090	D_HS d
Mp5g16220	D_HS d
Mp5g16770	D_HS d
Mp5g16780	D_HS d
Mp5g16840	D_HS d
Mp5g16900	D_HS d
Mp5g16920	D_HS d
Mp5g17730	D_HS d
Mp5g18090	D_HS d
Mp5g18190	D_HS d
Mp5g18460	D_HS d
Mp5g18490	D_HS d
Mp5g18530	D_HS d
Mp5g19810	D_HS d
Mp5g19840	D_HS d
Mp5g20380	D_HS d
Mp5g20660	D_HS d
Mp5g21920	D_HS d
Mp5g21960	D_HS d
Mp5g22160	D_HS d
Mp5g22410	D_HS d
Mp5g22590	D_HS d
Mp5g22730	D_HS d
Mp5g23080	D_HS d
Mp5g23520	D_HS d
Mp5g23740	D_HS d
Mp5g23750	D_HS d
Mp5g24210	D_HS d
Mp5g24220	D_HS d
Mp5g24330	D_HS d
Mp5g24500	D_HS d
Mp6g00360	D_HS d
Mp6g01060	D_HS d
Mp6g01410	D_HS d
Mp6g01440	D_HS d
Mp6g01840	D_HS d
Mp6g02130	D_HS d
Mp6g02380	D_HS d
Mp6g03150	D_HS d
Mp6g03620	D_HS d
Mp6g03720	D_HS d
Mp6g04070	D_HS d
Mp6g04110	D_HS d
Mp6g04480	D_HS d
Mp6g04930	D_HS d
Mp6g05900	D_HS d
Mp6g05980	D_HS d
Mp6g06900	D_HS d
Mp6g06960	D_HS d
Mp6g07010	D_HS d
Mp6g07050	D_HS d
Mp6g07160	D_HS d
Mp6g07950	D_HS d
Mp6g09730	D_HS d
Mp6g10070	D_HS d
Mp6g10900	D_HS d
Mp6g11440	D_HS d
Mp6g11540	D_HS d
Mp6g11680	D_HS d
Mp6g11740	D_HS d
Mp6g11940	D_HS d
Mp6g12310	D_HS d
Mp6g12740	D_HS d
Mp6g13590	D_HS d
Mp6g13610	D_HS d
Mp6g14180	D_HS d
Mp6g14520	D_HS d
Mp6g14720	D_HS d
Mp6g14850	D_HS d
Mp6g16800	D_HS d
Mp6g16970	D_HS d
Mp6g17040	D_HS d
Mp6g17140	D_HS d
Mp6g17160	D_HS d
Mp6g17220	D_HS d
Mp6g17700	D_HS d
Mp6g18000	D_HS d
Mp6g18730	D_HS d
Mp6g19010	D_HS d
Mp6g20250	D_HS d
Mp6g20310	D_HS d
Mp6g20450	D_HS d
Mp6g20900	D_HS d
Mp6g21290	D_HS d
Mp6g21320	D_HS d
Mp7g00920	D_HS d
Mp7g01400	D_HS d
Mp7g01520	D_HS d
Mp7g01740	D_HS d
Mp7g02160	D_HS d
Mp7g02340	D_HS d
Mp7g02440	D_HS d
Mp7g02470	D_HS d
Mp7g02590	D_HS d
Mp7g02680	D_HS d
Mp7g02760	D_HS d
Mp7g03410	D_HS d
Mp7g03770	D_HS d
Mp7g03860	D_HS d
Mp7g03880	D_HS d
Mp7g04070	D_HS d
Mp7g04630	D_HS d
Mp7g05080	D_HS d
Mp7g05240	D_HS d
Mp7g05260	D_HS d
Mp7g05750	D_HS d
Mp7g05870	D_HS d
Mp7g06280	D_HS d
Mp7g06470	D_HS d
Mp7g06530	D_HS d
Mp7g07110	D_HS d
Mp7g07610	D_HS d
Mp7g07630	D_HS d
Mp7g07690	D_HS d
Mp7g08260	D_HS d
Mp7g08740	D_HS d
Mp7g09310	D_HS d
Mp7g09350	D_HS d
Mp7g09875	D_HS d
Mp7g10430	D_HS d
Mp7g10460	D_HS d
Mp7g10730	D_HS d
Mp7g10970	D_HS d
Mp7g11020	D_HS d
Mp7g11200	D_HS d
Mp7g11260	D_HS d
Mp7g11550	D_HS d
Mp7g12440	D_HS d
Mp7g12460	D_HS d
Mp7g13990	D_HS d
Mp7g14300	D_HS d
Mp7g14660	D_HS d
Mp7g14780	D_HS d
Mp7g14890	D_HS d
Mp7g14920	D_HS d
Mp7g14930	D_HS d
Mp7g14960	D_HS d
Mp7g14970	D_HS d
Mp7g15000	D_HS d
Mp7g15440	D_HS d
Mp7g15620	D_HS d
Mp7g16200	D_HS d
Mp7g17110	D_HS d
Mp7g18030	D_HS d
Mp7g18340	D_HS d
Mp7g18420	D_HS d
Mp7g18550	D_HS d
Mp7g19030	D_HS d
Mp8g00200	D_HS d
Mp8g00350	D_HS d
Mp8g00700	D_HS d
Mp8g00830	D_HS d
Mp8g01140	D_HS d
Mp8g01280	D_HS d
Mp8g01290	D_HS d
Mp8g01770	D_HS d
Mp8g01970	D_HS d
Mp8g02020	D_HS d
Mp8g02110	D_HS d
Mp8g02140	D_HS d
Mp8g02840	D_HS d
Mp8g02890	D_HS d
Mp8g02910	D_HS d
Mp8g02920	D_HS d
Mp8g02930	D_HS d
Mp8g02940	D_HS d
Mp8g04700	D_HS d
Mp8g04750	D_HS d
Mp8g04780	D_HS d
Mp8g04820	D_HS d
Mp8g04890	D_HS d
Mp8g05340	D_HS d
Mp8g06230	D_HS d
Mp8g06890	D_HS d
Mp8g07270	D_HS d
Mp8g07540	D_HS d
Mp8g07850	D_HS d
Mp8g08710	D_HS d
Mp8g08940	D_HS d
Mp8g09330	D_HS d
Mp8g09370	D_HS d
Mp8g10370	D_HS d
Mp8g12260	D_HS d
Mp8g12500	D_HS d
Mp8g12600	D_HS d
Mp8g12790	D_HS d
Mp8g12920	D_HS d
Mp8g13200	D_HS d
Mp8g13260	D_HS d
Mp8g13590	D_HS d
Mp8g13780	D_HS d
Mp8g13940	D_HS d
Mp8g13970	D_HS d
Mp8g14450	D_HS d
Mp8g14680	D_HS d
Mp8g15560	D_HS d
Mp8g16220	D_HS d
Mp8g16530	D_HS d
Mp8g16590	D_HS d
Mp8g16710	D_HS d
Mp8g17110	D_HS d
Mp8g17230	D_HS d
Mp8g17300	D_HS d
Mpzg00820	D_HS d
Mpzg00970	D_HS d
Mp1g00310	U_HS a
Mp1g00990	U_HS a
Mp1g01270	U_HS a
Mp1g01810	U_HS a
Mp1g02260	U_HS a
Mp1g02570	U_HS a
Mp1g02900	U_HS a
Mp1g03020	U_HS a
Mp1g03840	U_HS a
Mp1g04160	U_HS a
Mp1g05410	U_HS a
Mp1g06050	U_HS a
Mp1g06240	U_HS a
Mp1g08390	U_HS a
Mp1g10590	U_HS a
Mp1g12880	U_HS a
Mp1g13250	U_HS a
Mp1g15430	U_HS a
Mp1g16260	U_HS a
Mp1g16450	U_HS a
Mp1g16520	U_HS a
Mp1g16530	U_HS a
Mp1g17070	U_HS a
Mp1g17450	U_HS a
Mp1g17820	U_HS a
Mp1g18300	U_HS a
Mp1g18540	U_HS a
Mp1g19310	U_HS a
Mp1g19410	U_HS a
Mp1g20250	U_HS a
Mp1g20880	U_HS a
Mp1g21440	U_HS a
Mp1g21630	U_HS a
Mp1g23760	U_HS a
Mp1g24320	U_HS a
Mp1g24480	U_HS a
Mp1g24820	U_HS a
Mp1g24850	U_HS a
Mp1g25060	U_HS a
Mp1g26240	U_HS a
Mp1g26440	U_HS a
Mp1g26540	U_HS a
Mp1g26610	U_HS a
Mp1g27560	U_HS a
Mp1g27720	U_HS a
Mp1g28040	U_HS a
Mp1g28310	U_HS a
Mp1g28420	U_HS a
Mp1g28580	U_HS a
Mp2g00330	U_HS a
Mp2g01310	U_HS a
Mp2g01380	U_HS a
Mp2g02265a	U_HS a
Mp2g02590	U_HS a
Mp2g03250	U_HS a
Mp2g06770	U_HS a
Mp2g07900	U_HS a
Mp2g08060	U_HS a
Mp2g08350	U_HS a
Mp2g08550	U_HS a
Mp2g09380	U_HS a
Mp2g09490	U_HS a
Mp2g10650	U_HS a
Mp2g11300	U_HS a
Mp2g12890	U_HS a
Mp2g13430	U_HS a
Mp2g14590	U_HS a
Mp2g15260	U_HS a
Mp2g16180	U_HS a
Mp2g16190	U_HS a
Mp2g17090	U_HS a
Mp2g17680	U_HS a
Mp2g18710	U_HS a
Mp2g18800	U_HS a
Mp2g18950	U_HS a
Mp2g21130	U_HS a
Mp2g21290	U_HS a
Mp2g21300	U_HS a
Mp2g21620	U_HS a
Mp2g21870	U_HS a
Mp2g22750	U_HS a
Mp2g22820	U_HS a
Mp2g23050	U_HS a
Mp2g23740	U_HS a
Mp2g24200	U_HS a
Mp2g24940	U_HS a
Mp2g25250	U_HS a
Mp3g00090	U_HS a
Mp3g00230	U_HS a
Mp3g00510	U_HS a
Mp3g00850	U_HS a
Mp3g01020	U_HS a
Mp3g01200	U_HS a
Mp3g02010	U_HS a
Mp3g02650	U_HS a
Mp3g05930	U_HS a
Mp3g06250	U_HS a
Mp3g08200	U_HS a
Mp3g09050	U_HS a
Mp3g11900	U_HS a
Mp3g12340	U_HS a
Mp3g14180	U_HS a
Mp3g14230	U_HS a
Mp3g15370	U_HS a
Mp3g15460	U_HS a
Mp3g16010	U_HS a
Mp3g16190	U_HS a
Mp3g17110	U_HS a
Mp3g17620	U_HS a
Mp3g18630	U_HS a
Mp3g20250	U_HS a
Mp3g20950	U_HS a
Mp3g21520	U_HS a
Mp3g22910	U_HS a
Mp3g23970	U_HS a
Mp3g24720	U_HS a
Mp3g25450	U_HS a
Mp4g00830	U_HS a
Mp4g01840	U_HS a
Mp4g02230	U_HS a
Mp4g02400	U_HS a
Mp4g02810	U_HS a
Mp4g02980	U_HS a
Mp4g03850	U_HS a
Mp4g03860	U_HS a
Mp4g03990	U_HS a
Mp4g05530	U_HS a
Mp4g05950	U_HS a
Mp4g06240	U_HS a
Mp4g06660	U_HS a
Mp4g07630	U_HS a
Mp4g09330	U_HS a
Mp4g11800	U_HS a
Mp4g11950	U_HS a
Mp4g14190	U_HS a
Mp4g14500	U_HS a
Mp4g14550	U_HS a
Mp4g14620	U_HS a
Mp4g15440	U_HS a
Mp4g16120	U_HS a
Mp4g18300	U_HS a
Mp4g19000	U_HS a
Mp4g20210	U_HS a
Mp4g21450	U_HS a
Mp4g22450	U_HS a
Mp4g23270	U_HS a
Mp5g01200	U_HS a
Mp5g01980	U_HS a
Mp5g02080	U_HS a
Mp5g03140	U_HS a
Mp5g04710	U_HS a
Mp5g04910	U_HS a
Mp5g05320	U_HS a
Mp5g06960	U_HS a
Mp5g08070	U_HS a
Mp5g08490	U_HS a
Mp5g09760	U_HS a
Mp5g10430	U_HS a
Mp5g10660	U_HS a
Mp5g10670	U_HS a
Mp5g11060	U_HS a
Mp5g11150	U_HS a
Mp5g11160	U_HS a
Mp5g12930	U_HS a
Mp5g13430	U_HS a
Mp5g14750	U_HS a
Mp5g15410	U_HS a
Mp5g18350	U_HS a
Mp5g19150	U_HS a
Mp5g19560	U_HS a
Mp5g21210	U_HS a
Mp5g21930	U_HS a
Mp5g22540	U_HS a
Mp5g24090	U_HS a
Mp6g00020	U_HS a
Mp6g01190	U_HS a
Mp6g01440	U_HS a
Mp6g01490	U_HS a
Mp6g02290	U_HS a
Mp6g02550	U_HS a
Mp6g03330	U_HS a
Mp6g04540	U_HS a
Mp6g05730	U_HS a
Mp6g06020	U_HS a
Mp6g06540	U_HS a
Mp6g06900	U_HS a
Mp6g08540	U_HS a
Mp6g08960	U_HS a
Mp6g10160	U_HS a
Mp6g11570	U_HS a
Mp6g11700	U_HS a
Mp6g11960	U_HS a
Mp6g16320	U_HS a
